"Date","Transaction ID","Transaction Type","Currency","Amount","Fee","Net Amount","Asset Type","Asset Price","Asset Amount","Status","Notes","Name of sender/receiver","Account"
"2026-06-03 09:30:22 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","T","$24.09","0.41511","COMPLETE","$10 Purchase of AT&T","","Cash Balance"
"2026-06-03 09:30:19 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","OXY","$59.50","0.0168","COMPLETE","$1 Purchase of Occidental Petroleum","","Cash Balance"
"2026-06-03 09:30:19 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","OWL","$9.59","1.04329","COMPLETE","$10 Purchase of Blue Owl Capital","","Cash Balance"
"2026-06-03 09:30:18 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","META","$601.07","0.00166","COMPLETE","$1 Purchase of Meta","","Cash Balance"
"2026-06-03 09:30:17 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","HTZ","$5.13","1.94931","COMPLETE","$10 Purchase of Hertz","","Cash Balance"
"2026-06-03 09:30:17 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ALKT","$17.60","0.56818","COMPLETE","$10 Purchase of Alkami Technology","","Cash Balance"
"2026-06-03 09:30:17 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CXSE","$40.61","0.24624","COMPLETE","$10 Purchase of WisdomTree China ex-State-Owned Enterprises ETF","","Cash Balance"
"2026-06-03 09:30:16 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","EMB","$96.00","0.10416","COMPLETE","$10 Purchase of iShares JP Morgan USD Emerging Markets Bond ETF","","Cash Balance"
"2026-06-03 09:30:16 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VONV","$104.82","0.0954","COMPLETE","$10 Purchase of Vanguard Russell 1000 Value ETF","","Cash Balance"
"2026-06-03 09:30:16 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VOO","$697.19","0.01434","COMPLETE","$10 Purchase of Vanguard S&P 500 ETF","","Cash Balance"
"2026-06-03 09:30:15 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NFLX","$82.95","0.12055","COMPLETE","$10 Purchase of Netflix","","Cash Balance"
"2026-06-03 09:30:15 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","SPOT","$501.50","0.01994","COMPLETE","$10 Purchase of Spotify","","Cash Balance"
"2026-06-03 09:30:15 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","V","$317.65","0.00314","COMPLETE","$1 Purchase of Visa","","Cash Balance"
"2026-06-03 09:30:14 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","CSCO","$126.25","0.00792","COMPLETE","$1 Purchase of Cisco Systems","","Cash Balance"
"2026-06-03 09:30:14 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","UHAL","$55.54","0.18005","COMPLETE","$10 Purchase of U-Haul","","Cash Balance"
"2026-06-03 09:30:13 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","BNDX","$48.13","0.20777","COMPLETE","$10 Purchase of Vanguard Total International Bond ETF","","Cash Balance"
"2026-06-03 09:30:13 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","AMZN","$254.40","0.00393","COMPLETE","$1 Purchase of Amazon","","Cash Balance"
"2026-06-03 09:30:12 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","VMBS","$46.56","0.02147","COMPLETE","$1 Purchase of Vanguard Mortgage-Backed Securities ETF","","Cash Balance"
"2026-06-03 09:30:12 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","QCOM","$235.74","0.04241","COMPLETE","$10 Purchase of Qualcomm","","Cash Balance"
"2026-06-03 09:30:12 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","JPM","$299.92","0.03334","COMPLETE","$10 Purchase of JPMorgan Chase","","Cash Balance"
"2026-06-03 09:30:12 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DDOG","$259.43","0.03854","COMPLETE","$10 Purchase of Datadog","","Cash Balance"
"2026-06-03 09:30:11 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VCR","$390.01","0.02564","COMPLETE","$10 Purchase of Vanguard Consumer Discretionary ETF","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","SLAB","$218.75","0.04571","COMPLETE","$10 Purchase of Silicon Laboratories","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","TSLA","$418.42","0.00238","COMPLETE","$1 Purchase of Tesla","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","SONY","$22.53","0.44385","COMPLETE","$10 Purchase of Sony","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DOW","$34.92","0.28636","COMPLETE","$10 Purchase of Dow","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","GOOGL","$361.85","0.00276","COMPLETE","$1 Purchase of Alphabet Inc. Class A","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","VDE","$164.64","0.00607","COMPLETE","$1 Purchase of Energy ETF Vanguard","","Cash Balance"
"2026-06-03 09:30:10 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ACN","$183.16","0.05459","COMPLETE","$10 Purchase of Accenture","","Cash Balance"
"2026-06-03 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ILMN","$162.89","0.06139","COMPLETE","$10 Purchase of Illumina","","Cash Balance"
"2026-06-03 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NTAP","$177.02","0.05649","COMPLETE","$10 Purchase of NetApp","","Cash Balance"
"2026-06-03 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VHT","$272.44","0.0367","COMPLETE","$10 Purchase of Vanguard Health Care ETF","","Cash Balance"
"2026-06-03 09:30:09 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","TXN","$308.50","0.00324","COMPLETE","$1 Purchase of Texas Instruments","","Cash Balance"
"2026-06-03 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VDC","$220.70","0.04531","COMPLETE","$10 Purchase of Vanguard Consumer Staples Index Fund ETF","","Cash Balance"
"2026-06-03 09:30:07 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VFH","$125.39","0.07975","COMPLETE","$10 Purchase of Vanguard Financials ETF","","Cash Balance"
"2026-06-03 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GOOG","$358.39","0.0279","COMPLETE","$10 Purchase of Alphabet Inc. Class C ","","Cash Balance"
"2026-06-03 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","TSN","$59.45","0.1682","COMPLETE","$10 Purchase of Tyson Foods","","Cash Balance"
"2026-06-03 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NKE","$43.65","0.22909","COMPLETE","$10 Purchase of Nike","","Cash Balance"
"2026-06-03 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","MCD","$275.77","0.03626","COMPLETE","$10 Purchase of McDonald's","","Cash Balance"
"2026-06-03 09:30:05 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","BAM","$46.58","0.21468","COMPLETE","$10 Purchase of Brookfield Asset Management","","Cash Balance"
"2026-06-03 09:30:04 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","YUMC","$42.90","0.2331","COMPLETE","$10 Purchase of Yum China","","Cash Balance"
"2026-06-03 09:30:04 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","WBD","$27.12","0.36873","COMPLETE","$10 Purchase of Warner Bros. Discovery ","","Cash Balance"
"2026-06-03 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","AAPL","$314.00","0.03184","COMPLETE","$10 Purchase of Apple","","Cash Balance"
"2026-06-03 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","PLTR","$149.70","0.0668","COMPLETE","$10 Purchase of Palantir Technologies","","Cash Balance"
"2026-06-03 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","WDAY","$147.56","0.06776","COMPLETE","$10 Purchase of Workday","","Cash Balance"
"2026-06-03 09:30:02 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GS","$1,051.52","0.00951","COMPLETE","$10 Purchase of Goldman Sachs","","Cash Balance"
"2026-06-03 09:30:02 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ABNB","$133.22","0.07506","COMPLETE","$10 Purchase of Airbnb","","Cash Balance"
"2026-06-03 09:30:02 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","HOOD","$86.42","0.11571","COMPLETE","$10 Purchase of Robinhood Markets","","Cash Balance"
"2026-06-03 09:30:02 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","WMG","$30.62","0.32658","COMPLETE","$10 Purchase of Warner Music","","Cash Balance"
"2026-06-03 09:30:02 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GM","$80.71","0.1239","COMPLETE","$10 Purchase of General Motors","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GAP","$20.99","0.47641","COMPLETE","$10 Purchase of Gap","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","LYFT","$14.07","0.71073","COMPLETE","$10 Purchase of Lyft","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","POR","$49.42","0.20234","COMPLETE","$10 Purchase of Portland General Electric Company","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","FISV","$56.00","0.01785","COMPLETE","$1 Purchase of Fiserv","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","KWEB","$27.62","0.36205","COMPLETE","$10 Purchase of KraneShares Trust KraneShares CSI China Internet ETF","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","PZZA","$31.65","0.31595","COMPLETE","$10 Purchase of Papa John's","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","COIN","$171.54","0.05829","COMPLETE","$10 Purchase of Coinbase","","Cash Balance"
"2026-06-03 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","PYPL","$44.34","0.22552","COMPLETE","$10 Purchase of PayPal","","Cash Balance"
"2026-06-03 09:30:00 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","BIV","$76.30","0.13106","COMPLETE","$10 Purchase of Vanguard Intermediate Term Bond ETF","","Cash Balance"
"2026-06-03 09:30:00 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","BBJP","$76.17","0.13128","COMPLETE","$10 Purchase of JPMorgan BetaBuilders Japan ETF","","Cash Balance"
"2026-06-03 09:30:00 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","XLB","$51.35","0.19474","COMPLETE","$10 Purchase of Materials Select Sector SPDR","","Cash Balance"
"2026-06-03 09:30:00 EDT","","Stock Buy","USD","-$1.00","$0.00","-$1.00","BBEU","$77.32","0.01293","COMPLETE","$1 Purchase of JPMorgan BetaBuilders Europe ETF","","Cash Balance"
"2026-06-03 09:08:47 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-06-03 09:08:30 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$67,420.34","0.00014536","COMPLETE","purchase of BTC 0.00014536","","Cash Balance"
"2026-06-03 09:07:41 EDT","","Deposits","USD","$200.00","$0.00","$200.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-06-03 09:04:41 EDT","","Account Notifications","USD","$0.00","","$0.00","","","","COMPLETE","New device login","","Cash Balance"
"2026-06-03 04:59:29 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-06-03 03:46:21 EDT","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-06-03 03:44:24 EDT","","Deposits","USD","$9.97","$0.00","$9.97","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-06-03 03:39:55 EDT","","Deposits","USD","$1.00","$0.00","$1.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-06-03 03:23:18 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-06-03 03:10:12 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-06-03 00:00:00 EDT","","Stock Dividends","USD","$0.03","$0.00","$0.03","VMBS","","","COMPLETE","$0.03 Dividend from Vanguard Mortgage-Backed Securities ETF","","Cash Balance"
"2026-06-02 19:49:23 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-06-02 15:54:00 EDT","","Bitcoin Buy","USD","-$0.98","-$0.02","-$1.00","BTC","$67,817.91","0.00001445","COMPLETE","purchase of BTC 0.00001445","","Cash Balance"
"2026-06-02 14:14:25 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","META","$605.03","0.01652","COMPLETE","$10 Purchase of Meta","","Cash Balance"
"2026-06-02 14:12:22 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GOOG","$363.41","0.02751","COMPLETE","$10 Purchase of Alphabet Inc. Class C ","","Cash Balance"
"2026-06-02 14:10:49 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-06-02 12:54:39 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NFLX","$84.12","0.11887","COMPLETE","$10 Purchase of Netflix","","Cash Balance"
"2026-06-02 12:54:21 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","MRVL","$284.78","0.03511","COMPLETE","$10 Purchase of Marvell Technology","","Cash Balance"
"2026-06-02 12:52:54 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","JPM","$300.88","0.03323","COMPLETE","$10 Purchase of JPMorgan Chase","","Cash Balance"
"2026-06-02 12:51:43 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","V","$317.20","0.03152","COMPLETE","$10 Purchase of Visa","","Cash Balance"
"2026-06-02 12:50:38 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DOW","$34.52","0.28969","COMPLETE","$10 Purchase of Dow","","Cash Balance"
"2026-06-02 12:49:26 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","WMT","$113.69","0.08796","COMPLETE","$10 Purchase of Walmart","","Cash Balance"
"2026-06-02 12:48:55 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","AMZN","$258.69","0.09664","COMPLETE","$25 Purchase of Amazon","","Cash Balance"
"2026-06-02 09:30:07 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","MRVL","$252.95","0.03953","COMPLETE","$10 Purchase of Marvell Technology","","Cash Balance"
"2026-06-02 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","AAPL","$307.30","0.03254","COMPLETE","$10 Purchase of Apple","","Cash Balance"
"2026-06-02 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","INTU","$329.92","0.03031","COMPLETE","$10 Purchase of Intuit","","Cash Balance"
"2026-06-02 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DKS","$216.63","0.04616","COMPLETE","$10 Purchase of Dick's Sporting Goods","","Cash Balance"
"2026-06-02 09:30:05 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","EA","$202.00","0.0495","COMPLETE","$10 Purchase of Electronic Arts","","Cash Balance"
"2026-06-02 09:30:04 EDT","","Stock Buy","USD","-$20.00","$0.00","-$20.00","TXN","$302.45","0.06612","COMPLETE","$20 Purchase of Texas Instruments","","Cash Balance"
"2026-06-01 10:38:57 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$71,929.33","0.00013624","COMPLETE","purchase of BTC 0.00013624","","Cash Balance"
"2026-06-01 09:32:32 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","WFC","$76.57","0.32649","COMPLETE","$25 Purchase of Wells Fargo","","Cash Balance"
"2026-06-01 09:31:42 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","DELL","$431.98","0.05787","COMPLETE","$25 Purchase of Dell Technologies","","Cash Balance"
"2026-06-01 09:31:24 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","T","$24.70","0.40485","COMPLETE","$10 Purchase of AT&T","","Cash Balance"
"2026-06-01 09:30:51 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","XYZ","$77.50","0.32258","COMPLETE","$25 Purchase of Block","","Cash Balance"
"2026-06-01 09:30:50 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","TM","$183.25","0.05457","COMPLETE","$10 Purchase of Toyota Motor","","Cash Balance"
"2026-06-01 09:30:31 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","UBER","$71.44","0.13997","COMPLETE","$10 Purchase of Uber Technologies","","Cash Balance"
"2026-06-01 09:30:31 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","MU","$1,010.00","0.02475","COMPLETE","$25 Purchase of Micron Technology","","Cash Balance"
"2026-06-01 09:30:30 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","MSFT","$465.00","0.05376","COMPLETE","$25 Purchase of Microsoft","","Cash Balance"
"2026-06-01 09:30:28 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","HIMS","$25.95","0.96339","COMPLETE","$25 Purchase of Hims & Hers Health","","Cash Balance"
"2026-06-01 09:30:28 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ADP","$223.99","0.04464","COMPLETE","$10 Purchase of Automatic Data Processing","","Cash Balance"
"2026-06-01 09:30:27 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","AMAT","$445.96","0.02242","COMPLETE","$10 Purchase of Applied Materials","","Cash Balance"
"2026-06-01 09:30:25 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","HTZ","$5.28","1.89393","COMPLETE","$10 Purchase of Hertz","","Cash Balance"
"2026-06-01 09:30:25 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","PD","$10.46","0.95602","COMPLETE","$10 Purchase of PagerDuty","","Cash Balance"
"2026-06-01 09:30:24 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","HD","$315.13","0.03173","COMPLETE","$10 Purchase of Home Depot","","Cash Balance"
"2026-06-01 09:30:24 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","PLTR","$160.00","0.0625","COMPLETE","$10 Purchase of Palantir Technologies","","Cash Balance"
"2026-06-01 09:30:24 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CSCO","$119.91","0.08339","COMPLETE","$10 Purchase of Cisco Systems","","Cash Balance"
"2026-06-01 09:30:24 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","HOOD","$89.98","0.11113","COMPLETE","$10 Purchase of Robinhood Markets","","Cash Balance"
"2026-06-01 09:30:23 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","META","$629.29","0.01589","COMPLETE","$10 Purchase of Meta","","Cash Balance"
"2026-06-01 09:30:23 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","VNQ","$95.08","0.26293","COMPLETE","$25 Purchase of Vanguard Real Estate ETF","","Cash Balance"
"2026-06-01 09:30:22 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","V","$327.77","0.07627","COMPLETE","$25 Purchase of Visa","","Cash Balance"
"2026-06-01 09:30:22 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","RUM","$9.15","1.09349","COMPLETE","$10 Purchase of Rumble","","Cash Balance"
"2026-06-01 09:30:21 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","DAL","$81.08","0.30833","COMPLETE","$25 Purchase of Delta Air Lines","","Cash Balance"
"2026-06-01 09:30:21 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CAT","$860.16","0.01162","COMPLETE","$10 Purchase of Caterpillar","","Cash Balance"
"2026-06-01 09:30:21 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DDOG","$252.50","0.0396","COMPLETE","$10 Purchase of Datadog","","Cash Balance"
"2026-06-01 09:30:20 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NTAP","$171.09","0.05844","COMPLETE","$10 Purchase of NetApp","","Cash Balance"
"2026-06-01 09:30:20 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","HLF","$11.86","0.84317","COMPLETE","$10 Purchase of Herbalife","","Cash Balance"
"2026-06-01 09:30:19 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","FISV","$56.85","0.1759","COMPLETE","$10 Purchase of Fiserv","","Cash Balance"
"2026-06-01 09:30:19 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","OXY","$57.94","0.43148","COMPLETE","$25 Purchase of Occidental Petroleum","","Cash Balance"
"2026-06-01 09:30:18 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","MCD","$277.93","0.08995","COMPLETE","$25 Purchase of McDonald's","","Cash Balance"
"2026-06-01 09:30:18 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","HPQ","$27.50","0.90909","COMPLETE","$25 Purchase of Hewlett Packard","","Cash Balance"
"2026-06-01 09:30:16 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","VDE","$160.89","0.15538","COMPLETE","$25 Purchase of Energy ETF Vanguard","","Cash Balance"
"2026-06-01 09:30:16 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NFLX","$85.79","0.11656","COMPLETE","$10 Purchase of Netflix","","Cash Balance"
"2026-06-01 09:30:15 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VONV","$104.12","0.09604","COMPLETE","$10 Purchase of Vanguard Russell 1000 Value ETF","","Cash Balance"
"2026-06-01 09:30:15 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","DOW","$34.25","0.72992","COMPLETE","$25 Purchase of Dow","","Cash Balance"
"2026-06-01 09:30:13 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","OKTA","$128.29","0.07794","COMPLETE","$10 Purchase of Okta","","Cash Balance"
"2026-06-01 09:30:13 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","WDAY","$152.01","0.06578","COMPLETE","$10 Purchase of Workday","","Cash Balance"
"2026-06-01 09:30:12 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ADBE","$270.00","0.03703","COMPLETE","$10 Purchase of Adobe","","Cash Balance"
"2026-06-01 09:30:12 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","AMZN","$266.19","0.09391","COMPLETE","$25 Purchase of Amazon","","Cash Balance"
"2026-06-01 09:30:11 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VFH","$125.85","0.07945","COMPLETE","$10 Purchase of Vanguard Financials ETF","","Cash Balance"
"2026-06-01 09:30:10 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VCR","$397.97","0.02512","COMPLETE","$10 Purchase of Vanguard Consumer Discretionary ETF","","Cash Balance"
"2026-06-01 09:30:10 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GOOGL","$376.53","0.02655","COMPLETE","$10 Purchase of Alphabet Inc. Class A","","Cash Balance"
"2026-06-01 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DOCU","$54.50","0.18348","COMPLETE","$10 Purchase of DocuSign","","Cash Balance"
"2026-06-01 09:30:06 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","PZZA","$34.43","0.72611","COMPLETE","$25 Purchase of Papa John's","","Cash Balance"
"2026-06-01 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VMBS","$46.56","0.21477","COMPLETE","$10 Purchase of Vanguard Mortgage-Backed Securities ETF","","Cash Balance"
"2026-06-01 09:30:05 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","JPM","$296.05","0.03377","COMPLETE","$10 Purchase of JPMorgan Chase","","Cash Balance"
"2026-06-01 09:30:04 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","PYPL","$44.53","0.22456","COMPLETE","$10 Purchase of PayPal","","Cash Balance"
"2026-06-01 09:30:04 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VTEB","$50.12","0.19952","COMPLETE","$10 Purchase of Vanguard Tax-Exempt Bond ETF","","Cash Balance"
"2026-06-01 09:30:04 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","JEPI","$55.68","0.17959","COMPLETE","$10 Purchase of JPMorgan Equity Premium Income ETF","","Cash Balance"
"2026-06-01 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CBRS","$232.00","0.0431","COMPLETE","$10 Purchase of Cerebras Systems","","Cash Balance"
"2026-06-01 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","QCOM","$233.96","0.04274","COMPLETE","$10 Purchase of Qualcomm","","Cash Balance"
"2026-06-01 09:30:02 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","AVGO","$450.00","0.02222","COMPLETE","$10 Purchase of Broadcom","","Cash Balance"
"2026-06-01 09:30:01 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","LITE","$823.85","0.03034","COMPLETE","$25 Purchase of Lumentum","","Cash Balance"
"2026-06-01 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","RUN","$16.37","0.61087","COMPLETE","$10 Purchase of Sunrun","","Cash Balance"
"2026-06-01 09:30:01 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","VBR","$233.47","0.10708","COMPLETE","$25 Purchase of Small Cap Value ETF Vanguard","","Cash Balance"
"2026-06-01 09:30:01 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","ALKT","$18.43","0.54259","COMPLETE","$10 Purchase of Alkami Technology","","Cash Balance"
"2026-06-01 09:30:00 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NOBL","$53.49","0.18695","COMPLETE","$10 Purchase of ProShares S&P 500 Dividend Aristocrats ETF","","Cash Balance"
"2026-06-01 09:30:00 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","BBEU","$77.24","0.12946","COMPLETE","$10 Purchase of JPMorgan BetaBuilders Europe ETF","","Cash Balance"
"2026-06-01 06:12:02 EDT","","Bitcoin Buy","USD","-$4.90","-$0.10","-$5.00","BTC","$73,289.50","0.00006686","COMPLETE","purchase of BTC 0.00006686","","Cash Balance"
"2026-06-01 02:02:38 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-30 16:23:14 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$74,404.87","0.00013171","COMPLETE","purchase of BTC 0.00013171","","Cash Balance"
